title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
Like Mike,2002,"Comedy, Family, Fantasy",6.1,16.441,386,en,0
Lady Chatterley's Lover,1981,"Drama, Romance",5.3,16.437,48,en,6
The Phantom of the Opera at the Royal Albert Hall,2011,"Music, Drama, Romance",8.5,16.436,122,en,6
The After Party,2018,"Comedy, Music",6.3,16.435,174,en,3
The Cheetah Girls,2003,"Family, Comedy, Drama, Music, TV Movie",6.0,16.435,406,en,3
Cabaret,1972,"Music, Drama, Romance",7.4,16.434,665,en,6
Always,1989,"Fantasy, Romance",6.3,16.431,437,en,9
Let the Bullets Fly,2010,"Action, Comedy",7.3,16.428,155,zh,3
La Dolce Vita,1960,"Comedy, Drama",8.2,16.427,1423,it,3
The Musketeer,2001,Adventure,5.3,16.426,175,en,10
Tightrope,1984,"Mystery, Thriller, Crime",6.1,16.425,242,en,8
Labor Day,2013,Drama,6.9,16.422,841,en,6
The Hills Have Eyes,1977,"Horror, Thriller",6.2,16.422,628,en,7
Lords of Scam,2021,Documentary,6.8,16.42,28,fr,3
The Last Man,2018,"Science Fiction, Action, Drama, Thriller",5.7,16.42,100,en,1
My Cousin Vinny,1992,Comedy,7.4,16.42,1095,en,3
Rebel Without a Cause,1955,Drama,7.6,16.42,1212,en,6
The Wedding Banquet,1993,"Comedy, Drama, Romance",7.2,16.419,149,zh,9
Freeheld,2015,"Romance, Drama",7.3,16.418,550,en,6
"Lock, Stock and Two Smoking Barrels",1998,"Comedy, Crime",8.2,16.418,5300,en,3
A Walk in the Woods,2015,"Adventure, Comedy, Drama",6.0,16.416,572,en,3
From the Land of the Moon,2016,"Drama, Romance",6.6,16.415,261,fr,6
Hatchet II,2010,"Horror, Comedy, Thriller",5.5,16.413,284,en,7
Rampage,2009,"Action, Drama, Crime, Thriller, Mystery",6.0,16.413,323,en,8
One Missed Call,2008,"Horror, Mystery, Thriller",5.5,16.412,594,en,7
Luxor,2021,"Romance, Drama",7.5,16.41,10,en,6
Hellbender,2021,Horror,6.0,16.408,15,en,5
Hachi-ko,1987,"Drama, Family",7.7,16.408,101,ja,6
Alligator,1980,"Horror, Science Fiction, Thriller",5.8,16.407,202,en,7
Crash Pad,2017,Comedy,5.7,16.404,104,en,3
Like Mike 2: Streetball,2006,"Comedy, Drama, Family",5.4,16.404,83,en,3
Lost and Delirious,2001,"Drama, Romance",6.9,16.404,404,en,6
Piranha Sharks,2014,"Horror, Comedy",6.9,16.403,31,en,5
The Stepfather,1987,"Horror, Thriller",6.5,16.402,217,en,7
Hurricane,2018,"War, Drama",5.9,16.397,122,pl,6
Ages of Love,2011,"Romance, Comedy, Drama",5.3,16.396,178,it,9
Oliver!,1968,"Drama, Family, Music",7.0,16.394,304,en,6
Yu Pui Tsuen III,1996,Drama,6.0,16.39,2,zh,6
Tidal Wave,2009,"Action, Adventure, Drama, Thriller",6.7,16.39,272,ko,1
Funny Games,2007,"Crime, Horror, Thriller, Drama",6.6,16.385,1610,en,7
Two by Two: Overboard!,2020,"Animation, Adventure, Comedy, Family",7.7,16.384,124,en,0
Miracles,1989,"Crime, Action, Comedy, Drama",7.0,16.38,116,cn,1
The Endless,2018,"Science Fiction, Horror, Thriller",6.3,16.379,749,en,7
Grace of Monaco,2014,"Romance, Drama",6.0,16.377,482,en,6
GirlHouse,2014,"Horror, Thriller",6.0,16.374,228,en,7
Powder,1995,"Drama, Fantasy, Science Fiction, Thriller",6.9,16.374,449,en,4
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,2016,"Action, Adventure, Animation, Comedy, Family",6.4,16.373,98,en,0
Dressed to Kill,1980,"Mystery, Thriller, Horror",6.9,16.372,609,en,7
Breaking News in Yuba County,2021,"Comedy, Drama, Crime, Thriller",5.9,16.371,97,en,8
Hope Springs,2012,"Drama, Comedy, Romance",6.2,16.371,645,en,9
The Big Hit,1998,"Action, Adventure, Comedy, Thriller",5.9,16.369,318,en,10
A Company Man,2012,"Drama, Action",6.8,16.367,128,ko,1
Sexual Predator,2001,"Drama, Thriller",4.9,16.366,26,en,4
Romy and Michele's High School Reunion,1997,Comedy,6.3,16.365,396,en,3
Anatomy of a Murder,1959,"Crime, Drama, Mystery, Thriller",7.9,16.365,693,en,8
Vampyros Lesbos,1971,Horror,5.7,16.363,94,es,5
Herbie Goes to Monte Carlo,1977,"Romance, Comedy, Family, Action, Adventure",5.9,16.363,245,en,10
A Hero,2021,"Drama, Thriller",7.5,16.362,106,fa,4
Ammonite,2020,"Romance, Drama",7.1,16.362,335,en,6
The Mad Adventures of Rabbi Jacob,1973,Comedy,7.4,16.358,761,fr,3
Fate/Grand Order: First Order,2016,"Action, Fantasy, Animation",6.7,16.356,76,ja,10
Scooby-Doo and the Ghoul School,1988,"Animation, Mystery, Family, TV Movie, Comedy, Fantasy",7.5,16.356,244,en,0
Furious,2017,"Fantasy, Action, Adventure",6.3,16.354,102,ru,10
Sex: A Relationship and Not Marriage,2016,"Romance, Drama",6.5,16.354,6,ko,6
Student Services,2010,Drama,5.0,16.354,92,fr,6
Naruto Bersyukur,2010,Drama,7.8,16.353,4,id,6
Once Upon a Time in Serbia,2022,"Comedy, Drama",0.0,16.352,0,sr,3
Jessabelle,2014,"Thriller, Horror",5.4,16.352,644,en,7
Mississippi Burning,1988,"Drama, Thriller, Crime, History",7.7,16.352,1229,en,8
Malibu Rescue,2019,"Action, Comedy, Family",6.4,16.351,165,en,3
Black Mirror: Bandersnatch,2018,"Science Fiction, Mystery, Drama, Thriller, TV Movie",6.8,16.351,3265,en,4
The Taming of the Scoundrel,1980,Comedy,7.1,16.349,366,it,3
Fellini Satyricon,1969,"Drama, Fantasy",6.8,16.344,245,it,6
Goyo: En Letra de Otro,2022,Music,0.0,16.343,0,es,3
Just Friends,2005,"Comedy, Romance",6.2,16.341,1274,en,9
12 Rounds 2: Reloaded,2013,"Action, Adventure",5.6,16.338,218,en,10
14 and Under,1973,"Comedy, Romance",5.6,16.338,25,de,9
Paths of Glory,1957,"Drama, War",8.3,16.337,2124,en,6
The Taking of Deborah Logan,2014,"Horror, Mystery, Thriller",6.4,16.335,850,en,7
Snow Buddies,2008,"Family, Adventure",6.1,16.335,209,en,0
Hotel for Dogs,2009,"Comedy, Family",6.0,16.334,718,en,3
Chicago,2002,"Comedy, Crime, Drama",7.1,16.334,2104,en,3
The Poseidon Adventure,1972,"Action, Adventure, Drama, Thriller",7.2,16.333,631,en,1
LEGO Jurassic World: The Secret Exhibit,2018,"Family, Animation, Comedy",5.8,16.332,34,en,0
Come Away,2020,"Fantasy, Adventure",6.0,16.332,200,en,10
StreetDance 3D,2010,"Music, Romance, Drama",6.4,16.328,346,en,6
Manual of Love 2,2007,"Romance, Comedy, Drama",5.4,16.327,253,it,9
Erased,2012,"Action, Thriller",6.0,16.322,573,en,8
Blue Valentine,2010,"Drama, Romance",6.9,16.322,2581,en,6
Stronger,2017,Drama,7.0,16.321,1227,en,6
Election,2005,"Crime, Drama",7.0,16.321,157,cn,6
Baggio: The Divine Ponytail,2021,Drama,6.5,16.313,330,it,6
How to Steal a Million,1966,"Comedy, Crime",7.5,16.313,442,en,3
The Man with One Red Shoe,1985,"Action, Comedy",5.8,16.312,197,en,3
Angel of Mine,2019,"Drama, Thriller, Mystery",6.3,16.305,197,en,4
John Tucker Must Die,2006,"Comedy, Romance",6.2,16.299,1147,en,9
Same Kind of Different as Me,2017,Drama,6.9,16.292,205,en,6
Hell Baby,2013,"Comedy, Horror",5.1,16.291,169,en,5
Striking Distance,1993,"Crime, Action, Mystery, Thriller",5.8,16.291,619,en,8
My Babysitter's a Vampire,2010,"Adventure, Comedy, Family, Fantasy, TV Movie, Horror",7.0,16.287,312,en,0
Embrace of the Serpent,2015,"Drama, Adventure",7.7,16.285,361,es,6
Jakob the Liar,1999,"Comedy, Drama, History",6.5,16.285,269,en,3
The Devil's Rejects,2005,"Drama, Horror, Crime",6.8,16.284,1076,en,5
Hush,2016,"Horror, Thriller",6.8,16.283,3741,en,7
21 Grams,2003,"Drama, Crime, Thriller",7.4,16.281,2499,en,8
The Flintstones & WWE: Stone Age SmackDown!,2015,"Animation, Comedy, Family, Adventure",7.2,16.273,78,en,0
Curly Sue,1991,"Comedy, Drama, Family, Romance",6.4,16.273,429,en,9
My Lucky Stars,1985,"Action, Comedy",6.4,16.272,108,cn,3
R.A.I.D. Special Unit,2017,"Action, Comedy",5.8,16.269,785,fr,3
My Name Is Nobody,1973,"Comedy, Western",7.3,16.269,725,it,3
Tower Block,2012,Thriller,5.9,16.268,144,en,4
In a Valley of Violence,2016,"Crime, Thriller, Western, Action",6.0,16.265,424,en,8
Tell It to the Bees,2019,"Romance, Drama",7.5,16.262,307,en,6
Identifying Features,2020,Drama,6.8,16.258,35,es,6
Amen.,2002,"Drama, History",7.0,16.258,249,fr,6
House on Haunted Hill,1999,"Horror, Mystery, Thriller",5.6,16.257,653,en,7
The Sisterhood of the Traveling Pants,2005,"Drama, Comedy",6.5,16.257,1113,en,3
Macbeth,2015,"War, Drama, Adventure",6.5,16.256,1248,en,6
And Soon the Darkness,2010,"Horror, Thriller, Crime, Mystery",5.2,16.254,289,en,7
Sobibor,2018,"War, Drama",6.6,16.253,223,ru,6
Monster Island,2017,"Animation, Adventure, Family, Comedy",5.5,16.253,43,en,0
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013,Comedy,4.1,16.251,87,en,3
Phantom Halo,2014,"Thriller, Crime, Drama",6.1,16.247,39,en,8
The Land Before Time XI: Invasion of the Tinysauruses,2005,"Animation, Family, Fantasy, Science Fiction",6.2,16.245,152,en,0
LEGO Jurassic World: The Indominus Escape,2016,"Family, Animation, Comedy",5.6,16.244,71,en,0
Jiro Dreams of Sushi,2011,Documentary,7.8,16.242,562,en,3
Dream House,2011,"Drama, Thriller, Mystery",6.1,16.242,1132,en,4
The Day the Earth Stood Still,1951,"Drama, Science Fiction",7.5,16.241,792,en,6
Ms .45,1981,"Crime, Thriller",6.6,16.238,213,en,8
Cool Hand Luke,1967,"Crime, Drama",7.8,16.238,1046,en,6
The To Do List,2013,"Comedy, Romance",5.7,16.237,855,en,9
Crayon Shin-chan: Unkokusai's Ambition,1995,Animation,5.8,16.237,12,ja,0
Courage Under Fire,1996,"Drama, Thriller, Mystery, War",6.4,16.235,682,en,4
Tom and Jerry: The Lost Dragon,2014,"Family, Animation, Comedy",5.8,16.234,40,en,0
Cantinflas,2014,Drama,6.4,16.234,87,en,6
Green Zone,2010,"War, Action, Adventure, Drama, Thriller",6.5,16.233,1788,en,1
The Enforcer,1976,"Action, Crime, Thriller",6.8,16.232,636,en,8
The Search for Santa Paws,2010,"Family, Adventure",6.3,16.23,165,en,0
The Human Condition II: Road to Eternity,1959,"War, Drama, History",8.4,16.23,123,ja,6
Marvel Knights: Eternals,2014,Animation,7.6,16.229,19,en,0
The New Guy,2002,"Comedy, Family",5.9,16.226,444,en,3
The Hunter's Prayer,2017,"Action, Thriller",5.7,16.223,305,en,8
The Absent One,2014,Thriller,7.1,16.223,473,da,4
Nine Lives,2016,"Fantasy, Comedy, Family",5.7,16.21,882,en,0
All American Bikini Car Wash,2015,Comedy,4.4,16.209,41,en,3
2046,2004,"Fantasy, Drama, Science Fiction, Romance",7.2,16.209,622,zh,6
Kiki's Delivery Service,2014,"Adventure, Comedy, Fantasy, Mystery",6.7,16.208,38,ja,10
Days of Being Wild,1990,"Crime, Drama, Romance",7.3,16.208,303,cn,6
Quarantine,2008,"Horror, Science Fiction",5.8,16.208,1001,en,5
The Wasteland,2022,"Drama, Horror, Thriller",0.0,16.207,0,es,7
American Pastoral,2016,"Crime, Drama",6.1,16.205,567,en,6
Above the Shadows,2019,"Fantasy, Romance",6.9,16.202,99,en,9
The Doors,1991,"Music, Drama",7.1,16.202,1055,en,6
Futurama: Into the Wild Green Yonder,2009,"Animation, Comedy, Science Fiction, TV Movie",7.1,16.2,389,en,3
Little Bitches,2018,"Comedy, Romance, Drama",5.6,16.198,44,en,9
El padrino: The Latin Godfather,2004,"Action, Crime, Drama",6.1,16.198,21,en,1
The Eye,2002,Horror,6.5,16.195,301,cn,5
"Paris, 13th District",2021,"Drama, Romance",7.2,16.192,73,fr,6
The Kid,2000,"Fantasy, Comedy, Family",6.5,16.189,747,en,0
A League of Their Own,1992,"Comedy, Drama, Family",7.2,16.187,1048,en,3
Water Lilies,2007,"Drama, Romance",6.4,16.187,271,fr,6
Miracle on 34th Street,1947,"Comedy, Drama, Family",7.4,16.185,517,en,3
Ronal the Barbarian,2011,"Animation, Adventure, Fantasy",6.0,16.184,204,da,10
Made in Dagenham,2010,"Comedy, Drama, History",6.7,16.181,227,en,3
The Limehouse Golem,2016,"Horror, Mystery, Thriller",6.2,16.18,504,en,7
Cyrano de Bergerac,1990,"Drama, Comedy, History, Romance",7.3,16.18,564,fr,9
Operation Petticoat,1959,"Action, Comedy, Romance",7.1,16.18,254,en,9
ASSEMBLED: The Making of Hawkeye,2022,Documentary,6.1,16.176,9,en,3
The Last Unicorn,1982,"Fantasy, Animation, Family, Adventure",7.2,16.172,357,en,0
Un Chien Andalou,1929,"Fantasy, Horror",7.5,16.172,964,fr,5
The Hurricane,1999,Drama,7.4,16.171,1111,en,6
The Greatest Game Ever Played,2005,Drama,7.2,16.169,342,en,6
Joy Ride 3,2014,Thriller,5.4,16.166,150,en,4
Antitrust,2001,"Action, Crime, Drama",6.0,16.166,390,en,1
Chocolate,2008,"Action, Comedy, Crime",7.4,16.165,356,th,3
The Royal Tenenbaums,2001,"Comedy, Drama",7.5,16.165,3625,en,3
Van Helsing: The London Assignment,2004,"Action, Animation, Fantasy, Horror",6.3,16.165,114,en,5
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2016,"Comedy, Thriller, Drama",5.5,16.164,143,en,4
Franco Escamilla: Por La Anécdota,2018,Comedy,9.2,16.158,92,es,3
The Thomas Crown Affair,1968,"Crime, Drama, Romance, Thriller",6.9,16.157,336,en,8
Spy Hard,1996,"Comedy, Action",5.3,16.156,461,en,3
Lovestruck: The Musical,2013,"Comedy, Fantasy, Romance, Music, TV Movie",6.5,16.155,134,en,9
Kaboom,2010,"Comedy, Mystery, Romance, Science Fiction, Thriller",5.7,16.155,245,en,9
Masters of the Universe,1987,"Action, Fantasy, Science Fiction, Adventure, Thriller",5.7,16.151,656,en,11
Sing Street,2016,"Comedy, Romance, Drama, Music",7.9,16.15,1851,en,9
The Last Word,2017,"Comedy, Drama",6.6,16.149,297,en,3
The Protector,1985,"Action, Adventure, Comedy, Crime, Drama",6.1,16.148,132,en,1
The Hustler,1961,Drama,7.8,16.148,704,en,6
Omen III: The Final Conflict,1981,Horror,5.8,16.146,397,en,5
Dr. Jekyll and Mr. Hyde,1931,"Horror, Science Fiction",7.3,16.146,190,en,5
How I Live Now,2013,"Drama, Action, Thriller, War",6.6,16.144,730,en,1
Hellboy Animated: Blood and Iron,2007,"TV Movie, Fantasy, Animation, Horror, Action, Thriller, Science Fiction",6.2,16.144,82,en,2
Mimic 2,2001,"Horror, Science Fiction, Thriller",5.2,16.143,156,en,7
The Switch,2010,"Comedy, Romance, Drama",6.2,16.141,1520,en,9
The Miracle Maker,2000,"Animation, Family, History",5.8,16.141,30,en,0
The Santa Clause 3: The Escape Clause,2006,"Comedy, Family, Adventure",5.4,16.141,807,en,0
Infernal Affairs,2002,"Drama, Action, Thriller, Crime, Mystery",7.8,16.141,1148,cn,8
Day of the Mummy,2014,"Adventure, Horror, Action",5.0,16.14,28,en,10
Le Samouraï,1967,"Crime, Thriller",7.9,16.139,722,fr,8
The Siege of Jadotville,2016,"War, Drama, Thriller",7.2,16.138,681,en,4
My Partner 2.0,2020,"Comedy, Adventure",2.0,16.137,1,es,3
The Book of Love,2017,Drama,6.4,16.137,171,en,6
The Sweetest Thing,2002,"Romance, Comedy",5.5,16.137,852,en,9
The Curse of Sleeping Beauty,2016,"Fantasy, Horror",4.9,16.135,166,en,5
Swimming Pool,2003,"Crime, Thriller",6.5,16.135,511,en,8
Final Analysis,1992,"Drama, Thriller, Romance",5.6,16.134,193,en,4
Cube Zero,2004,"Mystery, Science Fiction, Thriller",5.7,16.132,783,en,4
Jo Pil-ho: The Dawning Rage,2019,"Action, Crime, Drama",6.1,16.13,70,ko,1
Girl in the Box,2016,Drama,6.9,16.129,88,en,6
Third Person,2013,"Drama, Romance",5.9,16.128,499,en,6
The Campaign,2012,Comedy,5.8,16.127,1397,en,3
Barney's Version,2010,"Comedy, Drama",7.1,16.125,350,en,3
3 Ninjas,1992,"Family, Action, Adventure, Comedy",5.8,16.124,347,en,10
Ugetsu,1953,"Fantasy, Drama, Mystery",8.1,16.123,392,ja,6
The Gallows,2015,"Horror, Thriller",5.0,16.121,808,en,7
The Beatles: Eight Days a Week - The Touring Years,2016,Documentary,7.6,16.12,282,en,3
The Painted Veil,2006,"Romance, Drama",7.3,16.12,920,en,6
Blancanieves,2012,"Drama, Fantasy",7.3,16.115,188,es,6
Darkman,1990,"Action, Science Fiction, Crime",6.4,16.11,971,en,2
Project A: Part II,1987,"Action, Comedy",7.1,16.109,178,cn,3
Disaster Movie,2008,Comedy,3.3,16.109,809,en,3
Charlie Wilson's War,2007,"Comedy, Drama, History",6.6,16.109,1135,en,3
Cry-Baby,1990,"Comedy, Music, Romance",6.6,16.108,1237,en,9
Milk,2008,"History, Drama",7.3,16.107,1766,en,6
Like a Cat on a Highway,2017,"Family, Comedy",6.5,16.105,781,it,3
The Devil's Double,2011,"Drama, Action, Thriller, Crime, War",6.7,16.104,442,en,8
The Sun Is Also a Star,2019,"Romance, Drama",7.0,16.102,524,en,6
White Fang 2: Myth of the White Wolf,1994,"Adventure, Family",6.6,16.1,93,en,0
Survival of the Dead,2010,"Comedy, Horror, Thriller",4.9,16.099,350,en,7
Not Without My Daughter,1991,"Drama, Thriller",6.5,16.099,225,en,4
Uncle Buck,1989,"Comedy, Drama, Family",6.8,16.099,887,en,3
Videodrome,1983,"Horror, Mystery, Science Fiction",7.3,16.099,1574,en,5
Vampires,1998,"Action, Fantasy, Horror",6.3,16.098,923,en,5
Money Train,1995,"Action, Comedy, Crime",5.8,16.095,595,en,3
Gloria,1999,"Drama, Action, Thriller, Crime",5.9,16.094,80,en,8
Your Highness,2011,"Comedy, Fantasy",5.3,16.093,1057,en,3
For Love or Money,1993,"Comedy, Romance",6.2,16.093,275,en,9
Beavis and Butt-Head Do America,1996,"Animation, Comedy",6.6,16.091,488,en,3
Philomena,2013,Drama,7.4,16.09,1321,en,6
Glengarry Glen Ross,1992,"Crime, Drama, Mystery",7.4,16.089,954,en,6
My Sex Doll,2020,"Comedy, Romance",9.0,16.088,4,th,9
Bad Girls,1994,"Romance, Western",5.4,16.088,172,en,9
The Whole Ten Yards,2004,"Comedy, Thriller, Crime",5.7,16.086,742,en,8
The French Lieutenant's Woman,1981,"Drama, Romance",6.4,16.085,155,en,6
A Taxi Driver,2017,"Action, Drama, History",8.1,16.084,626,ko,1
Gambit,2012,"Comedy, Crime",5.4,16.084,533,en,3
Overboard,1987,"Comedy, Romance",6.8,16.083,637,en,9
The Incredible Burt Wonderstone,2013,Comedy,5.6,16.08,1199,en,3
Wuthering Heights,1939,"Drama, Romance",7.3,16.08,189,en,6
El Padrecito,1964,Comedy,7.9,16.074,118,es,3
Holidays,2016,"Comedy, Horror",5.0,16.073,398,en,5
The Arrival,1996,"Science Fiction, Thriller",6.0,16.071,564,en,4
Coco Before Chanel,2009,"Drama, History",6.9,16.067,759,fr,6
Morning Glory,2010,"Comedy, Drama, Romance",6.3,16.066,1217,en,9
In the Heat of the Night,1967,"Crime, Drama, Mystery, Thriller",7.7,16.066,734,en,8
Sissi: The Fateful Years of an Empress,1957,"Romance, Drama, History",7.3,16.062,265,de,6
Cookies,1975,"Romance, Drama, Comedy",6.4,16.061,50,fr,9
Sky Captain and the World of Tomorrow,2004,"Mystery, Action, Thriller, Science Fiction, Adventure",5.8,16.059,986,en,11
The Sucker,1965,"Comedy, Crime",7.4,16.057,488,fr,3
Appleseed: Ex Machina,2007,"Animation, Action, Thriller, Science Fiction",6.5,16.055,157,ja,2
Masterminds,2016,"Action, Comedy, Crime",5.7,16.054,1470,en,3
Amour,2012,"Drama, Romance",7.8,16.052,1272,fr,6
"Synecdoche, New York",2008,Drama,7.6,16.052,1053,en,6
When a Man Loves a Woman,1994,"Drama, Romance",6.5,16.051,260,en,6
Sense and Sensibility,1995,"Drama, Romance",7.5,16.049,1297,en,6
Marvel Rising: Secret Warriors,2018,"Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure",7.0,16.048,69,en,0
Premature,2014,Comedy,5.5,16.047,376,en,3
Cleaner,2007,"Crime, Thriller, Mystery",6.1,16.045,576,en,8
Kingpin,1996,Comedy,6.5,16.045,650,en,3
A Family Man,2017,Drama,6.7,16.044,416,en,6
The Glimmer Man,1996,"Action, Crime",5.4,16.043,288,en,8
Paulie,1998,"Comedy, Family",6.8,16.042,355,en,3
The Great Gatsby,1974,"Drama, Romance",6.3,16.042,370,en,6
The Bounty,1984,"Action, Drama, History",6.7,16.04,382,en,1
Out of the Furnace,2013,"Thriller, Drama, Crime",6.6,16.038,1584,en,8
Cape Fear,1991,"Thriller, Crime",7.2,16.038,2548,en,8
Purpose of Reunion 3,2018,"Drama, Romance",0.0,16.035,0,ko,6
Class,1983,"Comedy, Drama",5.9,16.035,121,en,3
Blind Fury,1989,"Action, Thriller",6.6,16.035,339,en,8
El Mariachi,1992,"Action, Crime, Thriller",6.7,16.035,851,es,8
Five Nights at Freddy's: The Fan Film,2016,"Animation, Horror",2.0,16.032,1,en,5
Beauty Shop,2005,"Comedy, Romance",6.1,16.032,387,en,9
Found,2021,Documentary,7.6,16.031,25,en,3
Land,2021,Drama,6.9,16.031,143,en,6
Sabrina,1954,"Comedy, Drama, Romance",7.5,16.03,964,en,9
Sleeping with the Enemy,1991,"Drama, Crime, Thriller",6.4,16.028,802,en,8
Secret Admirer,1985,"Comedy, Romance",7.1,16.026,130,en,9
Malevolent,2018,Horror,5.0,16.023,307,en,5
American Me,1992,"Crime, Drama",7.4,16.023,250,en,6
Selma,2014,"History, Drama",7.4,16.021,1906,en,6
Woman in the Dunes,1964,"Drama, Thriller",8.3,16.021,269,ja,4
To Live,1994,"Drama, Romance, War",7.9,16.02,185,zh,6
City of Life and Death,2009,"Drama, History, War",7.5,16.02,160,zh,6
The Twins Effect,2003,"Action, Comedy, Horror",5.9,16.019,115,cn,5
Changing Lanes,2002,"Crime, Thriller",6.2,16.019,823,en,8
Relic,2020,"Horror, Drama, Mystery, Thriller",6.0,16.016,510,en,7
Babel,2006,Drama,7.2,16.016,2985,en,6
Heroic Losers,2019,"Comedy, Thriller",7.7,16.015,429,es,3
Apollo 11,2019,"Documentary, History",7.9,16.015,468,en,3
Split Second,1992,"Horror, Science Fiction",6.0,16.015,199,en,5
Failure to Launch,2006,Comedy,5.8,16.012,1337,en,3
Racing Stripes,2005,"Comedy, Family",5.8,16.012,475,en,3
Any Which Way You Can,1980,"Action, Adventure, Comedy",5.9,16.01,244,en,10
Yellowbeard,1983,"Comedy, Adventure",5.5,16.01,104,en,3
Martha Marcy May Marlene,2011,"Drama, Thriller",6.7,16.006,588,en,4
The Postman Always Rings Twice,1981,"Romance, Crime, Drama",6.5,16.006,355,en,6
The Driver,1978,"Action, Crime, Drama, Thriller",7.2,16.006,276,en,8
The Call,2020,"Thriller, Mystery, Science Fiction",7.6,16.004,462,ko,4
The Banana Splits Movie,2019,"Comedy, Horror, Science Fiction, Thriller",6.9,16.002,183,en,7
Scooby-Doo! and the Gourmet Ghost,2018,"Animation, Adventure, Crime, Family, Comedy",8.3,16.001,118,en,0
Poseidon Rex,2014,"Action, Science Fiction, Horror",3.9,16.001,42,en,2
London Boulevard,2010,"Drama, Crime",5.9,15.996,563,en,6
Crime Story,1993,"Action, Crime",6.6,15.994,112,cn,8
Untold: Malice at the Palace,2021,"Documentary, Crime",7.1,15.993,49,en,3
The Young Victoria,2009,"Drama, History, Romance",7.2,15.993,852,en,6
Maniac,2012,Horror,6.0,15.992,705,en,5
Night of the Demon,1957,"Fantasy, Horror, Mystery, Thriller",7.1,15.99,182,en,7
Blackfish,2013,Documentary,7.9,15.988,910,en,3
The Marine 4: Moving Target,2015,Action,6.4,15.979,188,en,2
The Night Eats the World,2018,"Drama, Horror, Thriller",6.0,15.977,484,fr,7
Victoria & Abdul,2017,"Drama, History",7.0,15.976,1005,en,6
The Last King of Scotland,2006,Drama,7.5,15.976,1619,en,6
Pinocchio,2013,"Animation, Drama, Fantasy",4.8,15.973,13,de,6
The Triplets of Belleville,2003,"Animation, Drama, Comedy",7.4,15.971,712,fr,3
Dance Flick,2009,"Action, Comedy, Music",4.7,15.97,192,en,3
Zombie Shark,2015,"Horror, Science Fiction, TV Movie",4.2,15.969,43,en,5
Maximum Overdrive,1986,"Horror, Action, Science Fiction",5.7,15.967,522,en,2
Big Legend,2018,"Horror, Action, Thriller",6.5,15.966,113,en,7
Then Came You,2019,"Comedy, Drama",7.5,15.966,370,en,3
The Lair of the White Worm,1988,"Horror, Comedy, Fantasy",5.9,15.964,151,en,5
Save the Last Dance,2001,"Drama, Family, Romance, Music",6.6,15.964,1062,en,6
Marmalade Boy,1995,"Animation, Romance",5.5,15.963,13,ja,9
Hot Tub Time Machine,2010,"Science Fiction, Comedy, Adventure",6.0,15.955,1969,en,11
Explorers,1985,"Family, Science Fiction",6.3,15.954,343,en,2
The New World,2005,"Drama, History, Romance",6.5,15.953,907,en,6
Evening,2007,"Drama, Romance",5.8,15.953,140,en,6
Good Omens: Lockdown,2020,"Comedy, Fantasy",8.5,15.949,10,en,3
Emanuelle and the Last Cannibals,1977,"Adventure, Horror",4.7,15.948,67,it,5
"Paris, Je T'Aime",2006,"Drama, Romance",6.8,15.946,565,fr,6
Once,2007,"Drama, Music, Romance",7.4,15.945,1022,en,6
Patient Zero,2018,"Horror, Thriller, Action, Drama",5.3,15.944,275,en,7
"See No Evil, Hear No Evil",1989,"Crime, Comedy",6.7,15.942,747,en,3
Scream Queen Hot Tub Party,1991,Horror,6.6,15.941,10,en,5
Finding Neverland,2004,Drama,7.3,15.941,3069,en,6
DeadTectives,2019,"Comedy, Horror",6.1,15.939,52,en,5
Macross Plus: Movie Edition,1995,"Action, Adventure, Animation, Science Fiction",7.0,15.936,40,ja,11
Great Expectations,1998,"Comedy, Drama, Romance",6.6,15.936,448,en,9
My Salinger Year,2020,Drama,6.4,15.932,86,en,6
Folklore: The Long Pond Studio Sessions,2020,"Music, Documentary",8.6,15.926,82,en,3
Digimon Adventure tri. Part 1: Reunion,2015,"Animation, Adventure, Science Fiction",6.6,15.922,68,ja,11
The Man with the Iron Fists,2012,Action,5.5,15.922,907,en,2
Mary and Max,2009,"Animation, Comedy, Drama",7.9,15.922,1494,en,3
The Fundamentals of Caring,2016,"Comedy, Drama",7.3,15.921,1858,en,3
The Sleeping Dictionary,2003,"Drama, Romance",6.6,15.921,117,en,6
The Librarian: The Curse of the Judas Chalice,2008,"Fantasy, Action, Adventure, Comedy",6.2,15.918,375,en,10
Taking Woodstock,2009,"Music, Comedy, Drama",6.2,15.916,335,en,3
Ice Princess,2005,"Family, Drama, Comedy",6.4,15.916,768,en,3
The Apostle Peter: Redemption,2016,Drama,7.3,15.914,13,en,6
Time Lapse,2014,"Thriller, Science Fiction, Mystery",6.5,15.914,975,en,4
"Yours, Mine & Ours",2005,"Comedy, Family, Romance",6.1,15.914,688,en,9
The Towering Inferno,1974,"Action, Thriller, Drama",7.0,15.911,668,en,1
Bronson,2008,"Drama, Action, Crime",7.0,15.909,2006,en,1
Poison Ivy,1992,"Thriller, Drama",5.3,15.908,258,en,4
